2026-02-25T04:18:14Z | block=42601872 | kind=Triangular | hops=V3CL→V2→V3CL | token=WETH | idx=1115 | profit=0.001331207586104136 WETH | amount_in=0.507 | p1=0x3f02…014a | p2=0xb909…8b4a | p3=0x22ae…91d5
2026-02-25T04:25:28Z | block=42602084 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2752 | profit=0.708265 USDC | amount_in=3898.939 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0x4e96…e778
2026-02-25T04:25:28Z | block=42602085 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2647 | profit=0.001329748483885457 WETH | amount_in=2.615 | p1=0xd0b5…f224 | p2=0xcdac…5c43 | p3=0xd0b5…f224
2026-02-25T04:25:28Z | block=42602085 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1364 | profit=0.000753497841058755 WETH | amount_in=1.896 | p1=0x22ae…91d5 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:25:28Z | block=42602085 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1424 | profit=0.000717281737400011 WETH | amount_in=1.756 | p1=0x22ae…91d5 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:25:28Z | block=42602085 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1383 | profit=0.000673732347628226 WETH | amount_in=1.657 | p1=0x22ae…91d5 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:25:28Z | block=42602085 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1399 | profit=0.000490818770601386 WETH | amount_in=1.053 | p1=0x22ae…91d5 | p2=0xfcda…2278 | p3=0xcdac…5c43
2026-02-25T04:25:29Z | block=42602085 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5100 | profit=2.536299 USDC | amount_in=4994.14 | p1=0xcdac…5c43 | p2=0xd0b5…f224 | p3=0xcdac…5c43
2026-02-25T04:25:29Z | block=42602085 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2773 | profit=0.95323 USDC | amount_in=1968.276 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfcda…2278
2026-02-25T04:25:29Z | block=42602085 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2775 | profit=1.371449 USDC | amount_in=3340.573 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfbb6…43ef
2026-02-25T04:25:29Z | block=42602085 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2772 | profit=1.270448 USDC | amount_in=3186.867 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x3e66…a9fb
2026-02-25T04:25:29Z | block=42602085 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2771 | profit=1.43089 USDC | amount_in=3627.708 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x4e96…e778
2026-02-25T04:25:29Z | block=42602086 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2602 | profit=0.001092621588392386 WETH | amount_in=1.838 | p1=0xdbc6…30f1 | p2=0xcdac…5c43 | p3=0xdbc6…30f1
2026-02-25T04:25:30Z | block=42602086 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1424 | profit=0.00071728717350109 WETH | amount_in=1.756 | p1=0x22ae…91d5 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:25:30Z | block=42602086 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1040 | profit=0.000349566193871342 WETH | amount_in=1.864 | p1=0x70ac…bae1 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:25:30Z | block=42602086 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5095 | profit=2.090691 USDC | amount_in=3511.915 | p1=0xcdac…5c43 | p2=0xdbc6…30f1 | p3=0xcdac…5c43
2026-02-25T04:25:30Z | block=42602086 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5099 | profit=1.253159 USDC | amount_in=1450.457 | p1=0xcdac…5c43 | p2=0xb4cb…00e5 | p3=0xcdac…5c43
2026-02-25T04:25:30Z | block=42602086 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2775 | profit=1.441793 USDC | amount_in=3425.613 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfbb6…43ef
2026-02-25T04:25:30Z | block=42602086 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2756 | profit=0.673383 USDC | amount_in=3540.334 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0xfbb6…43ef
2026-02-25T04:25:31Z | block=42602088 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5099 | profit=1.253108 USDC | amount_in=1450.457 | p1=0xcdac…5c43 | p2=0xb4cb…00e5 | p3=0xcdac…5c43
2026-02-25T04:25:31Z | block=42602089 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2602 | profit=0.001096336277391524 WETH | amount_in=1.841 | p1=0xdbc6…30f1 | p2=0xcdac…5c43 | p3=0xdbc6…30f1
2026-02-25T04:25:31Z | block=42602089 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=932 | profit=0.000458648047660943 WETH | amount_in=0.88 | p1=0x9785…3c1b | p2=0xa41b…fcd1 | p3=0xcdac…5c43
2026-02-25T04:25:32Z | block=42602089 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5095 | profit=2.090595 USDC | amount_in=3511.915 | p1=0xcdac…5c43 | p2=0xdbc6…30f1 | p3=0xcdac…5c43
2026-02-25T04:25:32Z | block=42602089 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5099 | profit=1.253063 USDC | amount_in=1450.457 | p1=0xcdac…5c43 | p2=0xb4cb…00e5 | p3=0xcdac…5c43
2026-02-25T04:25:32Z | block=42602089 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2749 | profit=0.87254 USDC | amount_in=1677.085 | p1=0xcdac…5c43 | p2=0x9785…3c1b | p3=0xa41b…fcd1
2026-02-25T04:25:32Z | block=42602090 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2602 | profit=0.001096357320363441 WETH | amount_in=1.841 | p1=0xdbc6…30f1 | p2=0xcdac…5c43 | p3=0xdbc6…30f1
2026-02-25T04:25:32Z | block=42602090 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1364 | profit=0.000835546619425136 WETH | amount_in=1.947 | p1=0x22ae…91d5 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:25:32Z | block=42602090 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1424 | profit=0.000784526542062804 WETH | amount_in=1.821 | p1=0x22ae…91d5 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:25:32Z | block=42602090 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1383 | profit=0.000744762187236499 WETH | amount_in=1.702 | p1=0x22ae…91d5 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:25:33Z | block=42602090 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1399 | profit=0.000541545130376712 WETH | amount_in=1.07 | p1=0x22ae…91d5 | p2=0xfcda…2278 | p3=0xcdac…5c43
2026-02-25T04:25:33Z | block=42602090 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5095 | profit=2.090715 USDC | amount_in=3511.915 | p1=0xcdac…5c43 | p2=0xdbc6…30f1 | p3=0xcdac…5c43
2026-02-25T04:25:33Z | block=42602090 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2773 | profit=1.020435 USDC | amount_in=2060.899 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfcda…2278
2026-02-25T04:25:33Z | block=42602090 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2775 | profit=1.497426 USDC | amount_in=3470.091 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfbb6…43ef
2026-02-25T04:25:33Z | block=42602090 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2772 | profit=1.42554 USDC | amount_in=3235.008 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x3e66…a9fb
2026-02-25T04:25:33Z | block=42602090 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2771 | profit=1.587727 USDC | amount_in=3725.248 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x4e96…e778
2026-02-25T04:25:34Z | block=42602091 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2647 | profit=0.001329220725510252 WETH | amount_in=2.616 | p1=0xd0b5…f224 | p2=0xcdac…5c43 | p3=0xd0b5…f224
2026-02-25T04:25:34Z | block=42602091 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1364 | profit=0.000835541183324057 WETH | amount_in=1.947 | p1=0x22ae…91d5 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:25:34Z | block=42602091 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1424 | profit=0.000784521105961725 WETH | amount_in=1.821 | p1=0x22ae…91d5 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:25:34Z | block=42602091 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1383 | profit=0.000781960208340353 WETH | amount_in=1.726 | p1=0x22ae…91d5 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:25:34Z | block=42602091 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1399 | profit=0.000562316622109628 WETH | amount_in=1.09 | p1=0x22ae…91d5 | p2=0xfcda…2278 | p3=0xcdac…5c43
2026-02-25T04:25:34Z | block=42602091 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5100 | profit=2.536044 USDC | amount_in=4994.576 | p1=0xcdac…5c43 | p2=0xd0b5…f224 | p3=0xcdac…5c43
2026-02-25T04:25:34Z | block=42602091 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2773 | profit=1.071705 USDC | amount_in=2075.859 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfcda…2278
2026-02-25T04:25:35Z | block=42602091 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2775 | profit=1.566861 USDC | amount_in=3530.212 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfbb6…43ef
2026-02-25T04:25:35Z | block=42602091 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2772 | profit=1.482828 USDC | amount_in=3307.502 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x3e66…a9fb
2026-02-25T04:25:35Z | block=42602091 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2771 | profit=1.652464 USDC | amount_in=3809.667 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x4e96…e778
2026-02-25T04:25:35Z | block=42602092 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1364 | profit=0.000882988109330284 WETH | amount_in=1.964 | p1=0x22ae…91d5 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:25:35Z | block=42602092 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1424 | profit=0.000831016408579198 WETH | amount_in=1.832 | p1=0x22ae…91d5 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:25:35Z | block=42602092 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1383 | profit=0.000781959506907956 WETH | amount_in=1.726 | p1=0x22ae…91d5 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:25:35Z | block=42602092 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1399 | profit=0.000562315920677231 WETH | amount_in=1.09 | p1=0x22ae…91d5 | p2=0xfcda…2278 | p3=0xcdac…5c43
2026-02-25T04:25:35Z | block=42602092 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=980 | profit=0.000374417582640158 WETH | amount_in=2.059 | p1=0x70ac…bae1 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:25:36Z | block=42602092 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1040 | profit=0.000348534316458336 WETH | amount_in=1.864 | p1=0x70ac…bae1 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:25:36Z | block=42602092 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=999 | profit=0.000327847203807817 WETH | amount_in=1.703 | p1=0x70ac…bae1 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:25:36Z | block=42602092 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2773 | profit=1.108249 USDC | amount_in=2108.231 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfcda…2278
2026-02-25T04:25:36Z | block=42602092 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2775 | profit=1.639187 USDC | amount_in=3565.488 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfbb6…43ef
2026-02-25T04:25:36Z | block=42602092 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2772 | profit=1.540277 USDC | amount_in=3361.353 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x3e66…a9fb
2026-02-25T04:25:36Z | block=42602092 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2771 | profit=1.721375 USDC | amount_in=3865.609 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x4e96…e778
2026-02-25T04:25:37Z | block=42602092 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2756 | profit=0.67997 USDC | amount_in=3518.044 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0xfbb6…43ef
2026-02-25T04:25:37Z | block=42602092 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2753 | profit=0.621025 USDC | amount_in=3250.621 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0x3e66…a9fb
2026-02-25T04:25:37Z | block=42602092 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2752 | profit=0.717883 USDC | amount_in=3912.883 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0x4e96…e778
2026-02-25T04:25:37Z | block=42602093 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2602 | profit=0.001334814642576423 WETH | amount_in=1.893 | p1=0xdbc6…30f1 | p2=0xcdac…5c43 | p3=0xdbc6…30f1
2026-02-25T04:25:37Z | block=42602093 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2647 | profit=0.001329368548422537 WETH | amount_in=2.616 | p1=0xd0b5…f224 | p2=0xcdac…5c43 | p3=0xd0b5…f224
2026-02-25T04:25:37Z | block=42602093 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1364 | profit=0.000902706546609963 WETH | amount_in=2.026 | p1=0x22ae…91d5 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:25:37Z | block=42602093 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1424 | profit=0.000860743889935724 WETH | amount_in=1.867 | p1=0x22ae…91d5 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:25:37Z | block=42602093 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1383 | profit=0.000812066993845549 WETH | amount_in=1.754 | p1=0x22ae…91d5 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:25:38Z | block=42602093 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1399 | profit=0.000584642219717166 WETH | amount_in=1.101 | p1=0x22ae…91d5 | p2=0xfcda…2278 | p3=0xcdac…5c43
2026-02-25T04:25:38Z | block=42602093 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5095 | profit=2.851234 USDC | amount_in=4312.265 | p1=0xcdac…5c43 | p2=0xdbc6…30f1 | p3=0xcdac…5c43
2026-02-25T04:25:38Z | block=42602093 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5099 | profit=1.378503 USDC | amount_in=1434.496 | p1=0xcdac…5c43 | p2=0xb4cb…00e5 | p3=0xcdac…5c43
2026-02-25T04:25:38Z | block=42602093 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5100 | profit=2.536386 USDC | amount_in=4994.434 | p1=0xcdac…5c43 | p2=0xd0b5…f224 | p3=0xcdac…5c43
2026-02-25T04:25:38Z | block=42602093 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2773 | profit=1.108236 USDC | amount_in=2108.231 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfcda…2278
2026-02-25T04:25:38Z | block=42602093 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2775 | profit=1.639174 USDC | amount_in=3565.488 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfbb6…43ef
2026-02-25T04:25:39Z | block=42602093 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2772 | profit=1.540264 USDC | amount_in=3361.353 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x3e66…a9fb
2026-02-25T04:25:39Z | block=42602093 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2771 | profit=1.721362 USDC | amount_in=3865.609 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x4e96…e778
2026-02-25T04:25:39Z | block=42602094 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2602 | profit=0.001494737029663859 WETH | amount_in=2.259 | p1=0xdbc6…30f1 | p2=0xcdac…5c43 | p3=0xdbc6…30f1
2026-02-25T04:25:39Z | block=42602094 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=980 | profit=0.000368884658884799 WETH | amount_in=2.042 | p1=0x70ac…bae1 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:25:39Z | block=42602094 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1040 | profit=0.000355425257152426 WETH | amount_in=1.827 | p1=0x70ac…bae1 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:25:39Z | block=42602094 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=999 | profit=0.000319232562210579 WETH | amount_in=1.701 | p1=0x70ac…bae1 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:25:40Z | block=42602094 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5095 | profit=3.280802 USDC | amount_in=4621.986 | p1=0xcdac…5c43 | p2=0xdbc6…30f1 | p3=0xcdac…5c43
2026-02-25T04:25:40Z | block=42602094 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5099 | profit=1.600725 USDC | amount_in=1492.394 | p1=0xcdac…5c43 | p2=0xb4cb…00e5 | p3=0xcdac…5c43
2026-02-25T04:25:40Z | block=42602094 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2756 | profit=0.669306 USDC | amount_in=3499.674 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0xfbb6…43ef
2026-02-25T04:25:40Z | block=42602094 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2753 | profit=0.629354 USDC | amount_in=3200.358 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0x3e66…a9fb
2026-02-25T04:25:40Z | block=42602094 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2752 | profit=0.696934 USDC | amount_in=3906.212 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0x4e96…e778
2026-02-25T04:25:41Z | block=42602095 | kind=Cross-dex | hops=V3CL→V2 | token=WETH | idx=2602 | profit=0.001719509293398876 WETH | amount_in=2.421 | p1=0xdbc6…30f1 | p2=0xcdac…5c43 | p3=0xdbc6…30f1
2026-02-25T04:25:41Z | block=42602095 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1364 | profit=0.000999599003289807 WETH | amount_in=2.079 | p1=0x22ae…91d5 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:25:41Z | block=42602095 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1424 | profit=0.000947196442446435 WETH | amount_in=1.923 | p1=0x22ae…91d5 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:25:41Z | block=42602095 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1383 | profit=0.000889880408562671 WETH | amount_in=1.813 | p1=0x22ae…91d5 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:25:41Z | block=42602095 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1399 | profit=0.000632577970001774 WETH | amount_in=1.14 | p1=0x22ae…91d5 | p2=0xfcda…2278 | p3=0xcdac…5c43
2026-02-25T04:25:42Z | block=42602095 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=980 | profit=0.000368875540263635 WETH | amount_in=2.042 | p1=0x70ac…bae1 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:25:42Z | block=42602095 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1040 | profit=0.000355416138531262 WETH | amount_in=1.827 | p1=0x70ac…bae1 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:25:42Z | block=42602095 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=999 | profit=0.000321707026757191 WETH | amount_in=1.696 | p1=0x70ac…bae1 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:25:42Z | block=42602095 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=932 | profit=0.000459153213179393 WETH | amount_in=0.879 | p1=0x9785…3c1b | p2=0xa41b…fcd1 | p3=0xcdac…5c43
2026-02-25T04:25:42Z | block=42602095 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5095 | profit=3.374328 USDC | amount_in=4753.093 | p1=0xcdac…5c43 | p2=0xdbc6…30f1 | p3=0xcdac…5c43
2026-02-25T04:25:42Z | block=42602095 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5099 | profit=1.600673 USDC | amount_in=1492.394 | p1=0xcdac…5c43 | p2=0xb4cb…00e5 | p3=0xcdac…5c43
2026-02-25T04:25:42Z | block=42602095 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2749 | profit=0.872465 USDC | amount_in=1677.291 | p1=0xcdac…5c43 | p2=0x9785…3c1b | p3=0xa41b…fcd1
2026-02-25T04:25:43Z | block=42602095 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2773 | profit=1.207674 USDC | amount_in=2167.276 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfcda…2278
2026-02-25T04:25:43Z | block=42602095 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2775 | profit=1.792256 USDC | amount_in=3696.275 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0xfbb6…43ef
2026-02-25T04:25:43Z | block=42602095 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2772 | profit=1.694352 USDC | amount_in=3463.52 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x3e66…a9fb
2026-02-25T04:25:43Z | block=42602095 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2771 | profit=1.898241 USDC | amount_in=3982.706 | p1=0xcdac…5c43 | p2=0x22ae…91d5 | p3=0x4e96…e778
2026-02-25T04:25:43Z | block=42602095 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2756 | profit=0.669254 USDC | amount_in=3499.674 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0xfbb6…43ef
2026-02-25T04:25:43Z | block=42602095 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2753 | profit=0.629302 USDC | amount_in=3200.358 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0x3e66…a9fb
2026-02-25T04:25:43Z | block=42602095 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2752 | profit=0.696882 USDC | amount_in=3906.212 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0x4e96…e778
2026-02-25T04:25:44Z | block=42602097 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=980 | profit=0.000369838748046723 WETH | amount_in=2.04 | p1=0x70ac…bae1 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:25:44Z | block=42602097 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1040 | profit=0.000355427010733419 WETH | amount_in=1.827 | p1=0x70ac…bae1 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:25:44Z | block=42602097 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=999 | profit=0.00032368987702122 WETH | amount_in=1.692 | p1=0x70ac…bae1 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:25:45Z | block=42602097 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5099 | profit=1.575976 USDC | amount_in=1371.714 | p1=0xcdac…5c43 | p2=0xb4cb…00e5 | p3=0xcdac…5c43
2026-02-25T04:25:45Z | block=42602097 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2756 | profit=0.675751 USDC | amount_in=3486.619 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0xfbb6…43ef
2026-02-25T04:25:45Z | block=42602097 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2753 | profit=0.621001 USDC | amount_in=3217.269 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0x3e66…a9fb
2026-02-25T04:25:45Z | block=42602097 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2752 | profit=0.689627 USDC | amount_in=3920.139 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0x4e96…e778
2026-02-25T04:25:46Z | block=42602098 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=980 | profit=0.000371260562781941 WETH | amount_in=2.037 | p1=0x70ac…bae1 | p2=0x4e96…e778 | p3=0xcdac…5c43
2026-02-25T04:25:46Z | block=42602098 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=1040 | profit=0.000355425958584823 WETH | amount_in=1.827 | p1=0x70ac…bae1 | p2=0xfbb6…43ef | p3=0xcdac…5c43
2026-02-25T04:25:46Z | block=42602098 | kind=Triangular | hops=V3CL→V3CL→V2 | token=WETH | idx=999 | profit=0.000334645522038612 WETH | amount_in=1.67 | p1=0x70ac…bae1 | p2=0x3e66…a9fb | p3=0xcdac…5c43
2026-02-25T04:25:46Z | block=42602098 | kind=Cross-dex | hops=V2→V3CL | token=USDC | idx=5099 | profit=1.652899 USDC | amount_in=1425.473 | p1=0xcdac…5c43 | p2=0xb4cb…00e5 | p3=0xcdac…5c43
2026-02-25T04:25:47Z | block=42602098 | kind=Triangular | hops=V2→V3CL→V3CL | token=USDC | idx=2756 | profit=0.678946 USDC | amount_in=3480.064 | p1=0xcdac…5c43 | p2=0x70ac…bae1 | p3=0xfbb6…43ef
